TaskID,Instructions,Memory_MB,Input_MB,Output_MB,IO_MB_Total,Inst_per_MB,Predicted_Cost
Task_45736,2872,492,101,16,117,5.825557809330629,52.71293524359137
Task_45737,2791,331,51,138,189,8.406626506024097,52.75517770915598
Task_45738,2139,241,58,78,136,8.838842975206612,41.34009515618553
Task_45739,1208,296,51,86,137,4.0673400673400675,26.88039282407799
Task_45740,580,249,34,117,151,2.32,16.854583214680936
Task_45741,2519,850,165,34,199,2.9600470035252644,49.17531816230516
Task_45742,802,724,144,15,159,1.1062068965517242,20.86793092473683
Task_45743,1509,89,80,35,115,16.766666666666666,29.160354201525994
Task_45744,763,245,137,133,270,3.1016260162601625,20.593193288448585
Task_45745,1839,82,39,31,70,22.156626506024097,33.738018790965576
Task_45746,2455,92,155,92,247,26.397849462365592,45.70167269547354
Task_45747,604,718,145,132,277,0.8400556328233658,19.507110632376868
Task_45748,1237,497,176,55,231,2.4839357429718874,28.180879264419662
Task_45749,1818,465,112,198,310,3.9012875536480687,38.26798917306623
Task_45750,564,691,13,146,159,0.815028901734104,17.997865135521874
Task_45751,2766,364,43,35,78,7.578082191780822,50.08370058063966
Task_45752,2439,260,145,49,194,9.344827586206897,46.03726945169478
Task_45753,2595,1006,20,151,171,2.576961271102284,51.36849128282673
Task_45754,2650,94,53,42,95,27.894736842105264,46.753266456500995
Task_45755,936,169,24,71,95,5.5058823529411764,21.09701414555043
Task_45756,2074,948,70,125,195,2.185458377239199,43.35641491193848
Task_45757,1384,296,119,188,307,4.65993265993266,30.823673025854337
Task_45758,581,792,182,155,337,0.7326607818411097,19.6980874221472
Task_45759,2131,348,159,113,272,6.106017191977077,42.54262878783057
Task_45760,1286,759,135,13,148,1.6921052631578948,28.68606371296427
Task_45761,2108,120,182,178,360,17.421487603305785,41.38912766089103
Task_45762,2358,772,198,16,214,3.0504527813712805,46.26863821052809
Task_45763,2635,856,177,27,204,3.074679113185531,50.9946201525079
Task_45764,1246,723,54,180,234,1.7209944751381216,29.799027976752786
Task_45765,2034,546,123,148,271,3.7184643510054847,41.69726604300207
Task_45766,2273,473,109,174,283,4.79535864978903,45.339204917901725
Task_45767,1518,169,111,123,234,8.929411764705883,31.79807616301127
Task_45768,2727,914,124,26,150,2.980327868852459,52.12095066040857
Task_45769,2117,338,26,188,214,6.244837758112094,42.1771019638263
Task_45770,2743,377,81,181,262,7.256613756613756,52.480008682361095
Task_45771,2277,987,147,81,228,2.304655870445344,46.31528313541812
Task_45772,2537,86,149,111,260,29.160919540229884,47.08226736988282
Task_45773,1428,719,170,121,291,1.9833333333333334,32.69435695768995
Task_45774,2232,770,58,123,181,2.894941634241245,45.069888486925294
Task_45775,1084,758,193,107,300,1.4281949934123848,27.317952181847605
Task_45776,1879,243,102,75,177,7.700819672131147,37.150757304323285
Task_45777,2343,871,111,170,281,2.686926605504587,47.69194008950307
Task_45778,2516,181,29,199,228,13.824175824175825,47.55738375642466
Task_45779,1510,401,59,24,83,3.756218905472637,30.56046031608022
Task_45780,509,726,35,181,216,0.7001375515818432,17.909518131736004
Task_45781,1889,111,154,35,189,16.866071428571427,36.02295446598594
Task_45782,2261,913,95,138,233,2.473741794310722,46.33060287126913
Task_45783,1687,154,63,38,101,10.883870967741936,32.33221278888771
Task_45784,1789,529,160,116,276,3.3754716981132074,37.739631309986486
Task_45785,931,273,123,12,135,3.397810218978102,21.541242210806114
Task_45786,2628,986,119,132,251,2.662613981762918,52.37597168760067
Task_45787,1218,561,22,35,57,2.167259786476868,26.160120013835378
Task_45788,2458,289,97,16,113,8.475862068965517,45.534130299637305
Task_45789,1585,784,96,44,140,2.0191082802547773,33.65443042852716
Task_45790,1872,187,184,90,274,9.957446808510639,37.8550790000121
Task_45791,1390,823,132,57,189,1.6868932038834952,31.32265321659195
Task_45792,2246,224,68,139,207,9.982222222222223,43.79183606786114
Task_45793,2021,347,103,122,225,5.807471264367816,40.600709827957566
Task_45794,2182,930,69,59,128,2.343716433941998,43.96343573437016
Task_45795,941,79,111,34,145,11.7625,20.370742190139573
Task_45796,2180,904,74,145,219,2.408839779005525,45.02790853688416
Task_45797,1595,551,42,165,207,2.8894927536231885,34.51204572280228
Task_45798,709,807,113,56,169,0.8774752475247525,20.322366809987727
Task_45799,941,257,14,14,28,3.647286821705426,20.41263147033915
Task_45800,1639,812,36,120,156,2.015990159901599,35.41637771494234
Task_45801,2928,755,70,138,208,3.873015873015873,56.36074250579284
Task_45802,515,215,105,116,221,2.384259259259259,16.332490836652713
Task_45803,1063,888,111,115,226,1.1957255343082114,27.052818133236656
Task_45804,569,820,105,90,195,0.6930572472594397,18.81292327093218
Task_45805,1360,728,166,92,258,1.8655692729766804,31.353267940618434
Task_45806,922,342,133,12,145,2.688046647230321,21.720405056895242
Task_45807,771,497,121,156,277,1.5481927710843373,21.54210733100078
Task_45808,1895,526,55,152,207,3.5958254269449714,39.30885146623202
Task_45809,968,150,17,134,151,6.410596026490066,22.0380375109204
Task_45810,2974,774,43,152,195,3.8374193548387097,56.98456421501729
Task_45811,2738,767,58,149,207,3.5651041666666665,53.41430323843121
Task_45812,516,349,32,138,170,1.4742857142857142,16.382711714392688
Task_45813,2497,858,15,10,25,2.9068684516880094,46.921064872186946
Task_45814,1980,860,111,134,245,2.299651567944251,41.690994703883796
Task_45815,1984,671,177,164,341,2.9523809523809526,41.63956729563811
Task_45816,1480,337,24,40,64,4.378698224852071,29.56905356770061
Task_45817,2418,604,82,102,184,3.996694214876033,47.41756325583546
Task_45818,2887,581,19,26,45,4.9604810996563575,52.517651822293374
Task_45819,575,669,139,112,251,0.8582089552238806,18.758026200393946
Task_45820,1140,739,108,35,143,1.5405405405405406,26.46465582280014
Task_45821,1009,132,26,185,211,7.586466165413534,23.501384353560198
Task_45822,2921,787,16,16,32,3.7068527918781724,53.45714829765163
Task_45823,1362,64,167,33,200,20.953846153846154,27.387237814260818
Task_45824,1469,672,128,72,200,2.1827637444279344,32.29907099079549
Task_45825,1087,147,24,20,44,7.344594594594595,22.260816566460193
Task_45826,2237,946,76,61,137,2.362196409714889,44.81497848086682
Task_45827,590,437,197,54,251,1.3470319634703196,17.80691509346137
Task_45828,1309,541,97,164,261,2.415129151291513,30.20396833163125
Task_45829,2865,467,172,60,232,6.121794871794871,53.76977576253984
Task_45830,2054,912,139,81,220,2.249726177437021,42.51203571535885
Task_45831,2875,280,181,165,346,10.231316725978647,54.48020053833532
Task_45832,2181,627,129,49,178,3.4729299363057327,42.91171354146079
Task_45833,1523,560,126,55,181,2.714795008912656,32.49795242134972
Task_45834,998,68,199,192,391,14.46376811594203,23.55076968358806
Task_45835,881,997,59,113,172,0.8827655310621243,24.267940632303894
Task_45836,2513,926,35,38,73,2.7108953613807985,47.8746648768598
Task_45837,2962,322,99,173,272,9.170278637770897,55.68602912942828
Task_45838,1596,761,11,97,108,2.094488188976378,34.26332467480952
Task_45839,678,320,126,124,250,2.1121495327102804,19.3877596013704
Task_45840,2871,86,22,148,170,33.0,51.77533619021987
Task_45841,1858,284,167,166,333,6.519298245614035,38.36138096963892
Task_45842,2697,809,142,31,173,3.3296296296296295,51.669169889008636
Task_45843,2597,1013,48,183,231,2.5611439842209074,52.07680141988996
Task_45844,1027,104,18,171,189,9.780952380952382,23.158185036918315
Task_45845,2462,685,190,87,277,3.5889212827988337,48.599471627010224
Task_45846,2240,614,31,139,170,3.6422764227642275,44.55757740581765
Task_45847,1130,357,169,90,259,3.1564245810055866,26.481006547981604
Task_45848,2005,326,106,73,179,6.131498470948012,39.39288838157749
Task_45849,1271,557,111,63,174,2.2777777777777777,28.54216185475381
Task_45850,1135,763,137,37,174,1.4856020942408377,26.80577423443842
Task_45851,1120,568,191,104,295,1.968365553602812,27.337576294470153
Task_45852,1897,115,138,169,307,16.353448275862068,37.70348900522293
Task_45853,2014,624,160,65,225,3.2224,40.8586814252529
Task_45854,2688,670,33,64,97,4.0059612518628915,50.75853850637287
Task_45855,1313,671,76,163,239,1.9538690476190477,30.688379506704862
Task_45856,595,1013,199,171,370,0.5867850098619329,20.900218558824488
Task_45857,2083,941,165,22,187,2.2112526539278132,42.368843238922814
Task_45858,831,612,156,33,189,1.3556280587275693,21.63556522868676
Task_45859,2538,902,30,118,148,2.8106312292358804,49.923217573742484
Task_45860,2251,436,133,143,276,5.151029748283753,44.79384068497456
Task_45861,844,147,153,196,349,5.702702702702703,21.668102928671868
Task_45862,1607,316,196,192,388,5.069400630914826,34.78706902003289
Task_45863,1548,149,150,73,223,10.32,31.638675485510902
Task_45864,1088,129,107,69,176,8.36923076923077,23.678139633116142
Task_45865,1480,816,193,33,226,1.8115055079559363,32.72764118469358
Task_45866,1131,975,180,151,331,1.158811475409836,28.925644127238034
Task_45867,2841,66,49,81,130,42.40298507462686,50.60053900392646
Task_45868,1405,362,60,28,88,3.8705234159779613,28.78271915599358
Task_45869,1748,958,133,145,278,1.8227320125130344,38.484590977438806
Task_45870,2026,400,186,62,248,5.052369077306733,40.377947969325575
Task_45871,1922,946,33,121,154,2.0295670538542767,40.312874833111344
Task_45872,1847,526,23,30,53,3.504743833017078,36.12756219028251
Task_45873,2873,560,65,163,228,5.121212121212121,54.9806130787343
Task_45874,1516,227,91,155,246,6.649122807017544,32.39998949213417
Task_45875,2394,443,113,181,294,5.391891891891892,47.2167842334031
Task_45876,2824,980,151,57,208,2.8786952089704383,54.65960651979058
Task_45877,1922,325,120,193,313,5.895705521472393,39.461947286873574
Task_45878,688,439,107,45,152,1.5636363636363637,18.286140799114207
Task_45879,2809,598,51,60,111,4.689482470784641,52.47518521649567
Task_45880,2167,617,39,43,82,3.5064724919093853,41.77022673988358
Task_45881,1869,1016,145,171,316,1.8377581120943953,40.791506880440714
Task_45882,616,907,19,105,124,0.6784140969162996,19.338339608794765
Task_45883,648,975,42,127,169,0.6639344262295082,20.39218924348391
Task_45884,2847,592,171,113,284,4.801011804384486,54.72541104900794
Task_45885,2219,189,123,64,187,11.678947368421053,42.52951284078866
Task_45886,2337,119,36,99,135,19.475,43.326408652693175
Task_45887,1913,370,157,22,179,5.15633423180593,37.692153567216195
Task_45888,2887,304,58,181,239,9.465573770491803,54.452165223048105
Task_45889,1894,458,124,40,164,4.126361655773421,37.785732451057534
Task_45890,1396,536,60,170,230,2.5996275605214154,31.5391261040081
Task_45891,1124,126,61,83,144,8.850393700787402,24.370495940413335
Task_45892,1279,293,38,158,196,4.350340136054422,28.62188998518599
Task_45893,2252,259,70,64,134,8.661538461538461,42.96503557876969
Task_45894,1433,355,77,68,145,4.025280898876405,30.367318582869956
Task_45895,2795,644,47,54,101,4.333333333333333,52.222565136884036
Task_45896,2549,483,130,42,172,5.266528925619835,48.27377235351012
Task_45897,1927,458,40,134,174,4.198257080610022,39.21114256668833
Task_45898,2539,733,178,193,371,3.4591280653950953,50.80382734324022
Task_45899,1618,220,144,153,297,7.321266968325792,34.16355015148708
Task_45900,1263,551,80,89,169,2.2880434782608696,28.703355520937432
Task_45901,1386,306,178,136,314,4.514657980456026,30.843762934996196
Task_45902,1331,66,57,111,168,19.865671641791046,27.669876126609264
Task_45903,2421,527,130,102,232,4.5852272727272725,47.52087195662231
Task_45904,1632,593,167,83,250,2.7474747474747474,34.99697560449153
Task_45905,1369,826,87,97,184,1.6553808948004838,31.438880762339355
Task_45906,1024,438,166,65,231,2.3325740318906605,24.623558546392672
Task_45907,2194,189,37,157,194,11.547368421052632,42.721453609041305
Task_45908,994,732,122,180,302,1.3560709413369714,25.95539027768611
Task_45909,610,233,164,56,220,2.606837606837607,17.372959735473305
Task_45910,888,296,76,45,121,2.98989898989899,20.859735170157716
Task_45911,2694,983,141,190,331,2.7378048780487805,53.858091959674745
Task_45912,2349,852,131,92,223,2.753810082063306,47.25117119893091
Task_45913,2036,511,91,90,181,3.9765625,40.815954080764946
Task_45914,903,370,161,88,249,2.4339622641509435,22.79635606201713
Task_45915,920,647,111,174,285,1.4197530864197532,24.40582652807684
Task_45916,2226,838,81,146,227,2.6531585220500595,45.56015580620909
Task_45917,2791,686,123,95,218,4.0625909752547305,53.78582480572831
Task_45918,1014,954,38,54,92,1.0617801047120419,24.88395787382125
Task_45919,1016,407,72,108,180,2.4901960784313726,24.617270304141115
Task_45920,1515,718,147,189,336,2.1070931849791377,34.3718932694231
Task_45921,2303,68,145,151,296,33.3768115942029,43.46563681069878
Task_45922,747,885,41,168,209,0.8431151241534989,21.931158454440766
Task_45923,2347,948,40,148,188,2.4731296101159117,47.519273818155305
Task_45924,613,262,44,32,76,2.3307984790874525,15.616898346593175
Task_45925,1289,1011,85,196,281,1.273715415019763,31.405199994290474
Task_45926,1158,848,182,193,375,1.3639575971731448,29.24066792162283
Task_45927,2327,169,124,42,166,13.688235294117646,43.36829505896616
Task_45928,1467,282,80,104,184,5.18374558303887,31.360892334097667
Task_45929,834,533,97,115,212,1.5617977528089888,22.322587439022016
Task_45930,2305,778,19,170,189,2.958921694480103,46.3377983999058
Task_45931,1248,668,41,19,60,1.8654708520179373,26.670857740507785
Task_45932,2866,953,125,48,173,3.0041928721174003,54.803968783979
Task_45933,1985,961,96,47,143,2.0634095634095635,40.594742173053525
Task_45934,755,151,118,148,266,4.967105263157895,19.842619607972583
Task_45935,2666,414,107,130,237,6.424096385542168,51.09435550020078
Task_45936,1580,385,105,16,121,4.0932642487046635,31.93852463526403
Task_45937,2491,171,135,10,145,14.482558139534884,45.64757271049012
Task_45938,2839,624,155,139,294,4.5424,54.78417849727301
Task_45939,1622,338,75,83,158,4.784660766961652,33.47111894304628
Task_45940,709,1017,63,13,76,0.6964636542239686,19.69642543393143
Task_45941,1148,974,153,34,187,1.1774358974358974,27.783412749822656
Task_45942,591,192,59,56,115,3.062176165803109,16.326989864582064
Task_45943,1732,866,123,86,209,1.9976931949250287,37.28353452224971
Task_45944,2810,602,28,158,186,4.660033167495854,53.71038580967733
Task_45945,1331,509,37,144,181,2.6098039215686275,29.87919826564999
Task_45946,1167,80,189,26,215,14.407407407407407,24.565804789856205
Task_45947,940,181,173,67,240,5.164835164835165,22.314100045772804
Task_45948,1674,270,66,117,183,6.177121771217712,34.59738545423571
Task_45949,1716,441,117,67,184,3.8823529411764706,35.180575313750815
Task_45950,1624,333,77,131,208,4.862275449101796,34.33749611395339
Task_45951,1947,698,177,38,215,2.7854077253218885,39.73503457443184
Task_45952,2840,594,133,58,191,4.773109243697479,53.609304870596134
Task_45953,759,627,111,30,141,1.2085987261146496,20.088642760794944
Task_45954,2380,209,197,130,327,11.333333333333334,46.25548099296308
Task_45955,2143,572,50,181,231,3.7399650959860384,43.56350181191865
Task_45956,1696,544,179,169,348,3.1119266055045873,36.71687581055117
Task_45957,2928,831,111,69,180,3.519230769230769,55.56974331503036
Task_45958,1235,561,27,70,97,2.197508896797153,27.37884019237566
Task_45959,1517,741,71,146,217,2.0444743935309972,34.002945557901484
Task_45960,1767,553,179,94,273,3.1895306859205776,37.36606776072199
Task_45961,787,787,199,133,332,0.998730964467005,22.855948785270474
Task_45962,1260,286,199,163,362,4.390243902439025,29.04142226155344
Task_45963,900,544,199,96,295,1.651376146788991,23.777391557813882
Task_45964,2032,860,146,77,223,2.3600464576074334,41.97357253662886
Task_45965,859,255,188,70,258,3.35546875,21.551799229148912
Task_45966,1943,460,99,154,253,4.214750542299349,39.91081023672786
Task_45967,1509,963,177,16,193,1.5653526970954357,33.278926638207
Task_45968,873,641,75,53,128,1.3598130841121496,22.407012789849944
Task_45969,2448,408,19,44,63,5.985330073349633,45.12714102375488
Task_45970,1895,549,115,99,214,3.4454545454545453,39.162335866984044
Task_45971,627,422,150,108,258,1.4822695035460993,18.872251150110177
Task_45972,3000,709,54,89,143,4.225352112676056,56.58568536051453
Task_45973,2308,139,37,78,115,16.485714285714284,42.79211616113315
Task_45974,2527,438,180,45,225,5.75626423690205,48.05735998776572
Task_45975,1927,126,129,188,317,15.173228346456693,38.406800007767885
Task_45976,1949,530,44,135,179,3.670433145009416,39.69866404933634
Task_45977,1815,947,182,71,253,1.9145569620253164,38.85515682041044
Task_45978,963,653,53,54,107,1.4724770642201834,23.220374563800316
Task_45979,2739,908,123,44,167,3.0132013201320134,52.506140614466055
Task_45980,2014,803,31,55,86,2.5049751243781095,40.26345115482369
Task_45981,2090,241,43,42,85,8.636363636363637,39.32530341730281
Task_45982,1624,612,163,165,328,2.6492659053833605,35.6951651390623
Task_45983,1783,700,29,103,132,2.543509272467903,37.314642705629645
Task_45984,2186,824,40,19,59,2.64969696969697,42.004051903347666
Task_45985,1169,887,102,184,286,1.3164414414414414,29.130289415715865
