TaskID,Instructions,Memory_MB,Input_MB,Output_MB
Task_39582,2316,560,37,124
Task_39583,566,297,80,71
Task_39584,2952,75,191,198
Task_39585,571,311,115,70
Task_39586,2194,974,194,58
Task_39587,2053,231,200,137
Task_39588,1498,245,87,66
Task_39589,2542,455,47,87
Task_39590,2227,160,151,158
Task_39591,812,815,50,93
Task_39592,1698,882,65,68
Task_39593,2333,107,160,48
Task_39594,1803,982,200,82
Task_39595,911,933,72,45
Task_39596,1552,638,103,188
Task_39597,755,211,78,89
Task_39598,1482,120,133,99
Task_39599,2051,807,153,89
Task_39600,2786,951,63,18
Task_39601,2888,675,89,56
Task_39602,2227,1009,188,60
Task_39603,736,396,54,145
Task_39604,2829,573,125,91
Task_39605,2996,1012,110,57
Task_39606,2651,545,100,160
Task_39607,602,607,63,187
Task_39608,1896,771,18,196
Task_39609,1480,785,60,129
Task_39610,2524,698,113,172
Task_39611,1735,344,116,64
Task_39612,1526,433,12,181
Task_39613,1809,921,128,189
Task_39614,1993,669,31,147
Task_39615,2477,259,17,45
Task_39616,2173,332,20,136
Task_39617,1525,971,110,159
Task_39618,2250,582,149,172
Task_39619,1026,1022,97,179
Task_39620,1192,720,187,53
Task_39621,2822,825,38,60
Task_39622,2119,407,169,43
Task_39623,2863,79,73,37
Task_39624,1329,613,15,83
Task_39625,1778,328,68,118
Task_39626,1277,681,169,111
Task_39627,1283,776,69,43
Task_39628,1049,822,44,66
Task_39629,1685,968,172,13
Task_39630,2097,1020,45,118
Task_39631,2085,912,71,125
Task_39632,1816,495,151,180
Task_39633,2152,205,169,62
Task_39634,812,670,120,52
Task_39635,2163,561,87,119
Task_39636,1139,683,40,58
Task_39637,1860,699,30,71
Task_39638,2503,67,169,153
Task_39639,600,754,71,55
Task_39640,1550,67,161,53
Task_39641,1647,98,40,34
Task_39642,598,606,127,185
Task_39643,1974,573,98,117
Task_39644,1767,509,177,169
Task_39645,827,641,145,184
Task_39646,2899,258,96,43
Task_39647,2976,419,165,178
Task_39648,2732,957,112,61
Task_39649,913,434,139,26
Task_39650,2310,282,59,194
Task_39651,2092,309,92,182
Task_39652,2290,868,157,183
Task_39653,2140,216,103,107
Task_39654,1779,210,186,12
Task_39655,881,756,14,197
Task_39656,1195,789,58,63
Task_39657,1951,277,60,113
Task_39658,1650,433,148,36
Task_39659,1658,417,15,185
Task_39660,1692,779,68,200
Task_39661,873,966,78,104
Task_39662,1423,860,196,25
Task_39663,2584,214,147,80
Task_39664,1358,941,48,35
Task_39665,2423,117,82,193
Task_39666,1618,585,174,23
Task_39667,2490,452,60,90
Task_39668,999,294,128,80
Task_39669,2450,529,130,101
Task_39670,2727,86,59,11
Task_39671,1432,299,105,199
Task_39672,1715,415,177,192
Task_39673,2109,636,42,20
Task_39674,1990,362,24,166
Task_39675,1782,651,53,156
Task_39676,2495,66,85,149
Task_39677,2332,626,98,195
Task_39678,2441,212,121,162
Task_39679,877,852,164,118
Task_39680,907,243,166,50
Task_39681,1491,697,193,41
Task_39682,2474,745,68,54
Task_39683,2539,106,103,180
Task_39684,768,652,176,170
Task_39685,1626,851,79,110
Task_39686,2878,76,149,28
Task_39687,959,71,72,102
Task_39688,1856,992,73,96
Task_39689,2457,1019,175,104
Task_39690,2072,778,65,184
Task_39691,1774,879,112,112
Task_39692,551,672,51,173
Task_39693,1019,975,75,90
Task_39694,1540,427,27,113
Task_39695,1329,378,77,122
Task_39696,1463,982,119,72
Task_39697,1140,670,44,133
Task_39698,2118,854,12,170
Task_39699,1454,491,145,55
Task_39700,1413,100,16,55
Task_39701,632,206,81,50
Task_39702,704,872,142,31
Task_39703,751,605,114,69
Task_39704,877,1010,44,78
Task_39705,2881,373,116,142
Task_39706,516,903,45,193
Task_39707,2200,891,30,79
Task_39708,1724,692,21,128
Task_39709,732,1015,185,29
Task_39710,1943,694,135,152
Task_39711,622,591,150,173
Task_39712,1332,484,156,127
Task_39713,1830,1020,107,79
Task_39714,2170,629,105,153
Task_39715,2252,397,38,164
Task_39716,1979,611,177,79
Task_39717,838,838,54,178
Task_39718,575,521,149,117
Task_39719,2502,482,116,163
Task_39720,539,716,32,200
Task_39721,2672,308,16,93
Task_39722,603,473,162,66
Task_39723,1664,243,122,139
Task_39724,2405,547,48,103
Task_39725,2186,307,63,149
Task_39726,2585,765,191,156
Task_39727,2118,852,178,169
Task_39728,2158,426,50,59
Task_39729,1965,702,26,57
Task_39730,765,284,200,33
Task_39731,1782,620,96,154
Task_39732,2405,403,167,176
Task_39733,1095,801,28,41
Task_39734,1448,633,55,162
Task_39735,2412,265,106,127
Task_39736,824,739,150,23
Task_39737,1646,892,59,154
Task_39738,540,657,187,79
Task_39739,2453,752,192,99
Task_39740,1807,1019,138,63
Task_39741,695,476,133,63
Task_39742,2431,328,32,138
Task_39743,558,844,46,146
Task_39744,2759,277,30,27
Task_39745,2124,73,115,26
Task_39746,937,369,45,80
Task_39747,1996,99,16,97
Task_39748,1438,353,64,42
Task_39749,1038,222,97,123
Task_39750,1809,186,46,34
Task_39751,1514,724,55,152
Task_39752,1917,856,43,149
Task_39753,2525,716,190,167
Task_39754,2475,586,113,47
Task_39755,2437,498,172,90
Task_39756,505,206,62,62
Task_39757,2596,627,94,170
Task_39758,1042,599,11,65
Task_39759,540,600,194,145
Task_39760,1739,817,121,155
Task_39761,559,999,19,146
Task_39762,2757,486,95,122
Task_39763,2473,687,179,103
Task_39764,800,994,172,74
Task_39765,630,811,79,145
Task_39766,880,266,43,103
Task_39767,2265,80,13,113
Task_39768,2431,893,96,102
Task_39769,2032,726,190,173
Task_39770,2743,543,38,145
Task_39771,721,938,67,155
Task_39772,2722,390,31,40
Task_39773,2938,429,141,112
Task_39774,2912,512,153,140
Task_39775,1216,464,72,104
Task_39776,1343,535,63,119
Task_39777,2447,537,119,86
Task_39778,1709,333,176,118
Task_39779,1695,764,54,53
Task_39780,603,141,80,107
Task_39781,983,936,75,58
Task_39782,1060,465,130,151
Task_39783,1384,1000,15,53
Task_39784,1389,692,23,56
Task_39785,783,357,11,160
Task_39786,887,1019,170,174
Task_39787,2048,130,67,177
Task_39788,2370,958,13,70
Task_39789,1904,89,174,195
Task_39790,518,909,15,174
Task_39791,2266,451,35,178
Task_39792,2551,458,196,39
Task_39793,2869,788,10,164
Task_39794,827,682,182,40
Task_39795,2071,669,192,174
Task_39796,1008,974,89,44
Task_39797,1401,765,195,64
Task_39798,1619,392,15,187
Task_39799,1434,403,87,22
Task_39800,1441,770,92,185
Task_39801,1892,706,54,192
Task_39802,2413,542,79,73
Task_39803,2438,788,133,125
Task_39804,2845,658,148,167
Task_39805,2500,154,77,104
Task_39806,1158,752,188,72
Task_39807,1099,179,165,109
Task_39808,1433,311,115,61
Task_39809,1056,523,24,124
Task_39810,1588,233,84,142
Task_39811,1210,824,185,25
Task_39812,2652,290,110,138
Task_39813,2697,199,76,38
Task_39814,1148,525,111,30
Task_39815,1166,108,142,105
Task_39816,857,604,15,199
Task_39817,839,102,108,64
Task_39818,2786,214,113,98
Task_39819,1095,272,160,129
Task_39820,560,474,21,197
Task_39821,1980,607,129,25
Task_39822,2519,379,26,172
Task_39823,1322,74,192,48
Task_39824,1761,163,178,44
Task_39825,896,150,188,80
Task_39826,1027,998,150,193
Task_39827,1951,310,111,94
Task_39828,798,79,87,36
Task_39829,1735,353,78,93
Task_39830,1256,762,74,169
Task_39831,2097,242,33,107
Task_39832,1743,974,60,146
Task_39833,1592,559,93,24
Task_39834,2717,110,94,20
Task_39835,1057,749,158,192
Task_39836,2241,569,181,70
Task_39837,2026,588,17,198
Task_39838,1989,735,71,194
Task_39839,2452,471,102,65
Task_39840,1348,785,65,153
Task_39841,2658,308,139,154
Task_39842,2638,912,119,179
Task_39843,1129,779,48,35
Task_39844,767,670,70,90
Task_39845,2254,560,24,19
Task_39846,1509,764,186,132
Task_39847,1357,897,76,27
Task_39848,2022,348,181,124
Task_39849,1475,656,20,171
Task_39850,2139,112,80,32
Task_39851,1091,498,178,23
Task_39852,958,252,85,16
Task_39853,2689,983,90,49
Task_39854,2242,563,88,116
Task_39855,875,233,44,105
Task_39856,2154,462,134,176
Task_39857,996,721,197,27
Task_39858,999,580,170,11
Task_39859,2105,149,141,150
Task_39860,2086,102,34,161
Task_39861,1903,784,119,61
Task_39862,638,829,165,56
Task_39863,763,313,79,120
Task_39864,1159,140,146,20
Task_39865,2285,464,71,148
Task_39866,2995,131,50,140
Task_39867,1346,675,25,43
Task_39868,931,657,176,41
Task_39869,2554,333,15,51
Task_39870,545,364,182,90
Task_39871,2058,305,66,44
Task_39872,1646,179,68,58
Task_39873,1693,1012,170,51
Task_39874,2656,872,153,92
Task_39875,1040,595,96,118
Task_39876,1416,695,150,63
Task_39877,565,729,116,98
Task_39878,1475,232,66,46
Task_39879,2176,994,189,50
Task_39880,2145,266,142,97
Task_39881,2660,915,15,32
Task_39882,722,424,193,181
Task_39883,2751,598,148,74
Task_39884,1054,311,182,134
Task_39885,2681,598,172,60
Task_39886,1847,576,18,102
Task_39887,1514,978,198,166
Task_39888,2899,1000,96,21
Task_39889,2147,961,69,199
Task_39890,762,465,139,24
Task_39891,1918,515,82,70
Task_39892,1713,500,26,149
Task_39893,2401,367,189,95
Task_39894,2152,422,17,197
Task_39895,1562,386,146,101
Task_39896,2219,580,85,21
Task_39897,1697,320,172,125
Task_39898,2030,617,42,159
Task_39899,2660,482,173,117
Task_39900,2195,132,180,113
Task_39901,1785,102,91,33
Task_39902,578,757,137,106
Task_39903,2008,609,178,100
Task_39904,932,628,56,107
Task_39905,621,181,94,61
Task_39906,958,357,72,87
Task_39907,2816,995,64,153
Task_39908,2636,318,198,41
Task_39909,1656,182,143,134
Task_39910,1053,189,195,99
Task_39911,1853,978,142,85
Task_39912,2347,685,91,38
Task_39913,1321,435,29,73
Task_39914,1397,801,161,128
Task_39915,1760,964,144,111
Task_39916,725,142,163,183
Task_39917,2662,176,85,40
Task_39918,1243,186,185,96
Task_39919,2028,435,54,139
Task_39920,2836,952,153,181
Task_39921,1733,429,193,50
Task_39922,1001,414,25,193
Task_39923,942,259,56,173
Task_39924,2226,678,122,134
Task_39925,2224,717,10,97
Task_39926,3000,484,189,144
Task_39927,2017,841,16,18
Task_39928,2948,582,170,68
Task_39929,2405,502,64,44
Task_39930,1336,365,15,87
Task_39931,2216,852,147,47
Task_39932,828,227,117,30
Task_39933,2371,1018,126,15
Task_39934,2728,978,136,127
Task_39935,2986,977,130,15
Task_39936,1609,368,186,167
Task_39937,700,126,38,100
Task_39938,1657,816,143,25
Task_39939,1396,857,192,17
Task_39940,2309,234,68,115
Task_39941,943,340,53,153
Task_39942,1712,574,119,55
Task_39943,2406,287,174,13
Task_39944,875,835,79,67
Task_39945,2133,242,144,177
Task_39946,1398,824,155,115
Task_39947,2072,303,84,197
Task_39948,515,877,102,45
Task_39949,1174,84,43,193
Task_39950,1374,380,63,147
Task_39951,2691,471,168,169
Task_39952,1263,979,130,58
Task_39953,1330,331,81,182
Task_39954,1330,179,147,26
Task_39955,2195,184,95,94
Task_39956,2664,614,180,130
Task_39957,2159,949,70,23
Task_39958,985,597,105,173
Task_39959,1333,227,153,156
Task_39960,2641,207,169,26
Task_39961,2622,968,144,161
Task_39962,935,414,117,61
Task_39963,895,257,189,121
Task_39964,1441,716,177,50
Task_39965,2701,411,85,11
Task_39966,2804,210,117,43
Task_39967,2550,909,94,152
Task_39968,682,882,106,39
Task_39969,2765,779,93,149
Task_39970,1947,446,173,115
Task_39971,560,853,57,116
Task_39972,1443,579,79,141
Task_39973,1026,161,120,182
Task_39974,2158,358,66,140
Task_39975,2922,587,143,159
Task_39976,1396,970,19,154
Task_39977,790,174,120,197
Task_39978,606,413,198,172
Task_39979,1682,297,73,115
Task_39980,2419,687,107,167
Task_39981,2892,769,162,192
Task_39982,2487,733,200,139
Task_39983,1040,518,25,72
Task_39984,1215,973,25,186
Task_39985,2478,491,149,144
Task_39986,1092,767,81,29
Task_39987,2929,1024,28,112
Task_39988,1831,520,155,111
Task_39989,561,88,106,51
Task_39990,2792,198,112,177
Task_39991,1175,611,123,96
Task_39992,2654,377,13,72
Task_39993,1974,680,175,38
Task_39994,2641,81,127,124
Task_39995,1503,146,82,165
Task_39996,1732,378,15,173
Task_39997,2671,692,22,121
Task_39998,2564,834,83,53
Task_39999,912,945,120,55
Task_40000,532,149,145,67
Task_40001,512,135,68,33
Task_40002,2886,647,128,123
Task_40003,1229,795,180,183
Task_40004,2462,384,10,110
Task_40005,2457,836,153,166
Task_40006,1626,679,182,90
Task_40007,2834,930,115,64
Task_40008,1269,643,179,136
Task_40009,2296,817,27,110
Task_40010,2340,664,151,17
Task_40011,904,433,178,146
Task_40012,658,156,177,147
Task_40013,1881,1016,36,88
Task_40014,2422,571,198,92
Task_40015,2663,516,74,17
Task_40016,2733,578,37,30
Task_40017,2475,159,156,156
Task_40018,2625,958,103,137
Task_40019,2911,147,183,103
Task_40020,1585,245,91,196
Task_40021,1628,873,55,103
Task_40022,2267,857,110,14
Task_40023,1445,167,151,39
Task_40024,2169,553,185,185
Task_40025,2284,129,29,177
Task_40026,841,200,186,116
Task_40027,2060,529,61,93
Task_40028,771,399,34,24
Task_40029,1969,288,39,83
Task_40030,505,570,148,51
Task_40031,1726,805,197,114
Task_40032,2191,964,94,150
Task_40033,1281,614,19,30
Task_40034,2667,765,159,151
Task_40035,2219,604,43,189
Task_40036,2478,71,198,188
Task_40037,2029,156,172,125
Task_40038,644,612,141,132
Task_40039,2715,701,188,144
Task_40040,2330,666,132,113
Task_40041,1738,473,132,119
Task_40042,1625,159,80,161
Task_40043,664,685,198,151
Task_40044,2472,453,149,151
Task_40045,2406,672,89,71
Task_40046,2398,340,190,74
Task_40047,1965,716,35,19
Task_40048,1161,78,122,24
Task_40049,2648,697,184,47
Task_40050,2057,813,186,85
Task_40051,2712,1018,39,146
Task_40052,2616,484,59,90
Task_40053,1194,800,54,57
Task_40054,1198,979,179,186
Task_40055,1074,78,83,67
Task_40056,1496,706,23,64
Task_40057,853,595,33,133
Task_40058,775,280,120,195
Task_40059,1586,1003,110,171
Task_40060,2282,244,67,126
Task_40061,869,859,129,88
Task_40062,2634,200,56,77
Task_40063,2858,523,40,77
Task_40064,1131,404,15,186
Task_40065,1831,1010,57,165
Task_40066,2417,116,146,71
Task_40067,1044,378,46,96
Task_40068,1579,897,57,131
Task_40069,1057,91,60,89
Task_40070,1830,251,17,175
Task_40071,2544,589,150,124
Task_40072,1673,480,50,34
Task_40073,2579,136,176,72
Task_40074,985,599,198,23
Task_40075,766,458,12,22
Task_40076,1388,592,62,125
Task_40077,2183,291,82,70
Task_40078,2780,100,164,151
Task_40079,2972,566,79,48
Task_40080,2923,918,46,200
Task_40081,1634,247,36,195
Task_40082,2578,697,185,53
Task_40083,1983,345,30,95
Task_40084,2726,894,184,51
Task_40085,2499,944,27,195
Task_40086,2601,965,191,189
Task_40087,1293,917,113,121
Task_40088,2839,387,196,52
Task_40089,1242,906,172,111
Task_40090,1816,678,68,107
Task_40091,871,918,80,39
Task_40092,2921,529,200,37
Task_40093,989,534,135,37
Task_40094,749,297,76,19
Task_40095,2174,887,161,160
Task_40096,545,382,75,61
Task_40097,1631,354,125,114
Task_40098,1963,843,80,100
Task_40099,2190,936,49,197
Task_40100,1101,784,55,192
Task_40101,1157,461,199,79
Task_40102,668,797,119,120
Task_40103,2500,677,155,122
Task_40104,2431,224,54,159
Task_40105,2421,886,194,137
Task_40106,1214,496,189,56
Task_40107,686,1005,68,157
Task_40108,506,570,78,12
Task_40109,684,610,171,82
Task_40110,1374,307,140,19
Task_40111,2592,862,104,161
Task_40112,1296,992,21,184
Task_40113,1172,100,57,87
Task_40114,2722,408,149,99
Task_40115,2738,577,50,16
Task_40116,2610,456,123,140
Task_40117,1980,1003,126,41
Task_40118,1495,958,126,147
Task_40119,1419,360,33,48
Task_40120,1076,262,155,23
Task_40121,1550,916,195,38
Task_40122,756,448,183,155
Task_40123,768,1000,135,76
Task_40124,556,172,88,50
Task_40125,1095,698,12,77
Task_40126,732,730,102,174
Task_40127,823,568,84,176
Task_40128,2122,214,28,192
Task_40129,1125,638,39,136
Task_40130,615,652,180,43
Task_40131,2894,998,139,80
Task_40132,1921,277,194,161
Task_40133,2530,271,63,156
Task_40134,1285,487,109,131
Task_40135,1233,670,12,13
Task_40136,2058,235,139,55
Task_40137,1303,595,192,45
Task_40138,2169,337,90,75
Task_40139,2845,949,127,16
Task_40140,792,815,125,93
Task_40141,2410,584,13,186
Task_40142,1705,307,89,37
Task_40143,1403,73,195,38
Task_40144,2205,178,167,183
Task_40145,1871,1021,25,126
Task_40146,2150,287,30,53
Task_40147,2634,742,155,29
Task_40148,1643,983,86,68
Task_40149,2545,858,95,21
Task_40150,687,77,132,36
Task_40151,2135,729,53,117
Task_40152,2056,231,183,98
Task_40153,2700,186,74,198
Task_40154,2584,101,70,91
Task_40155,2966,1003,106,23
Task_40156,2557,813,139,138
Task_40157,2863,615,109,50
Task_40158,816,811,118,142
Task_40159,1514,187,148,32
Task_40160,1834,658,126,103
Task_40161,2538,481,57,102
Task_40162,2957,526,155,160
Task_40163,1425,835,116,119
Task_40164,2732,661,142,140
Task_40165,2236,295,59,86
Task_40166,2238,400,174,29
Task_40167,1656,703,121,140
Task_40168,611,77,112,156
Task_40169,2476,714,39,88
Task_40170,1042,749,78,83
Task_40171,896,834,80,98
Task_40172,1838,88,143,168
Task_40173,2664,924,96,174
Task_40174,1289,666,154,154
Task_40175,1942,975,113,25
Task_40176,2492,592,47,47
Task_40177,1503,646,43,18
Task_40178,2434,721,147,111
Task_40179,749,457,171,27
Task_40180,1156,1015,123,99
Task_40181,1855,800,192,125
Task_40182,1555,516,66,106
Task_40183,1268,352,144,64
Task_40184,864,797,58,192
Task_40185,1711,502,196,94
Task_40186,1262,472,63,19
Task_40187,775,745,103,22
Task_40188,1567,551,44,59
Task_40189,1675,323,28,179
Task_40190,2376,343,165,129
Task_40191,1797,992,137,48
Task_40192,717,860,114,70
Task_40193,630,745,193,138
Task_40194,2119,717,14,52
Task_40195,2874,987,160,136
Task_40196,820,693,196,90
Task_40197,2487,146,187,61
Task_40198,2291,652,10,52
Task_40199,1712,557,169,164
Task_40200,1527,337,130,105
Task_40201,682,683,55,24
Task_40202,644,567,14,156
Task_40203,503,900,120,12
Task_40204,2655,707,188,187
Task_40205,846,848,18,17
Task_40206,2426,864,165,58
Task_40207,1972,410,71,119
Task_40208,703,647,199,48
Task_40209,771,970,21,77
Task_40210,2835,953,143,128
Task_40211,877,954,134,10
Task_40212,2718,401,47,173
Task_40213,611,955,172,105
Task_40214,2324,800,36,17
Task_40215,2081,301,50,179
Task_40216,2612,599,125,113
Task_40217,2494,920,137,185
Task_40218,523,406,46,91
Task_40219,2408,487,155,35
Task_40220,1289,442,27,194
Task_40221,2395,322,96,133
Task_40222,706,732,156,32
Task_40223,2350,67,25,69
Task_40224,651,149,119,53
Task_40225,997,914,22,48
Task_40226,561,938,180,15
Task_40227,2423,313,155,194
Task_40228,2854,480,34,18
Task_40229,1416,850,33,151
Task_40230,1202,214,151,124
Task_40231,2668,680,104,133
Task_40232,2408,102,152,17
Task_40233,2941,504,179,134
Task_40234,2685,499,87,138
Task_40235,2622,285,158,76
Task_40236,2461,834,39,31
Task_40237,1230,393,111,35
Task_40238,2978,929,73,75
Task_40239,2775,512,143,34
Task_40240,2871,268,174,79
Task_40241,1605,664,10,119
Task_40242,1081,133,146,180
Task_40243,2290,876,40,155
Task_40244,1412,973,156,67
Task_40245,834,758,84,113
Task_40246,1346,253,82,10
Task_40247,1543,780,133,182
Task_40248,711,825,177,20
Task_40249,1623,829,54,179
Task_40250,2128,483,174,117
Task_40251,1758,785,91,173
Task_40252,2267,693,51,11
Task_40253,2646,199,33,161
Task_40254,804,482,159,23
Task_40255,2755,541,160,19
Task_40256,2638,110,88,195
Task_40257,845,227,58,47
Task_40258,854,241,116,73
Task_40259,1135,475,170,45
Task_40260,662,186,78,134
Task_40261,1369,643,189,140
Task_40262,2995,591,162,126
Task_40263,2393,867,87,165
Task_40264,800,95,16,153
Task_40265,1823,912,175,149
Task_40266,1063,285,47,121
Task_40267,1781,940,143,174
Task_40268,1445,930,141,99
Task_40269,1239,424,62,143
Task_40270,2142,200,185,62
Task_40271,2429,440,139,140
Task_40272,790,130,171,105
Task_40273,2932,541,55,146
Task_40274,1657,563,108,200
Task_40275,528,294,188,35
Task_40276,1630,926,98,176
Task_40277,1636,304,164,113
Task_40278,2896,539,37,102
Task_40279,1112,966,75,100
Task_40280,2668,288,69,37
Task_40281,1615,217,130,28
Task_40282,1673,865,102,88
Task_40283,1681,957,91,78
Task_40284,2666,167,32,14
Task_40285,1097,404,123,49
Task_40286,645,308,105,11
Task_40287,2278,118,28,97
Task_40288,2587,614,136,184
Task_40289,2269,258,46,81
Task_40290,1464,263,73,44
Task_40291,1728,939,176,114
Task_40292,2014,975,60,171
Task_40293,2179,906,167,102
Task_40294,1753,835,182,140
Task_40295,1134,434,84,153
Task_40296,2483,952,28,192
Task_40297,1239,556,75,35
Task_40298,2628,280,50,103
Task_40299,1860,165,95,28
Task_40300,1566,633,160,151
Task_40301,2229,614,140,188
Task_40302,1244,514,92,119
Task_40303,1586,451,67,148
Task_40304,2807,364,153,165
Task_40305,1459,1000,76,135
Task_40306,1581,634,11,136
Task_40307,693,769,188,194
Task_40308,2846,468,83,17
Task_40309,2515,570,86,27
Task_40310,2930,136,20,132
Task_40311,2523,737,105,184
Task_40312,843,213,33,29
Task_40313,1717,230,123,17
Task_40314,1846,1015,88,87
Task_40315,2284,852,174,124
Task_40316,1549,535,59,141
Task_40317,742,175,58,148
